6 96
6 110
33 119
-1 140
37 91
37 114
-1 160
170 158
172 210
151 77
12 221
19 86
31 147
11 110
109 66
49 64
165 82
40 110
17 109
9 151
26 81
19 101
11 180
78 134
13 157
60 113
146 139
16 140
14 203
52 85
43 140
96 99
28 150
-1 148
56 101
29 55
18 178
-1 130
38 85
15 123
56 146
25 60
21 35
109 239
74 91
-1 129
146 101
99 76
63 88
32 199
18 93
13 181
14 173
19 96
146 96
151 95
5 176
7 127
170 119
56 97
8 173
209 139
22 289
5 149
52 101
7 115
14 188
13 146
11 106
45 98
29 162
-1 120
8 179
13 202
19 127
30 57
11 194
14 86
6 143
33 228
11 134
9 189
-1 142
4 154
-1 176
-1 140
52 127
86 92
5 100
-1 140
23 148
-1 171
10 179
14 111
136 126
54 184
107 145
84 62
-1 118
22 153
7 115
32 92
82 97
170 135
14 224
82 139
63 211
7 180
93 80
11 220
15 77
146 139
40 71
170 92
41 85
8 124
9 95
67 112
108 173
15 108
9 144
11 200
48 113
35 62
19 105
44 52
-1 66
82 211
24 80
20 215
109 143
108 127
63 89
18 86
-1 149
14 124
240 196
37 167
10 121
13 160
15 238
16 132
55 81
13 112
-1 65
24 147
191 119
13 187
33 157
11 62
25 86
39 208
108 172
63 127
158 144
151 165
106 124
57 68
17 142
22 142
37 171
109 306
46 159
25 133
9 97
60 113
86 70
146 134
32 59
169 69
25 158
44 48
19 71
53 173
63 99
45 58
146 155
15 98
6 96
10 78
6 110
18 99
7 206
33 119
-1 140
13 178
4 137
170 100
191 111
15 133
37 91
54 126
-1 160
-1 91
170 158
44 61
7 86
151 77
172 210
19 86
9 119
11 110
9 127
31 147
170 117
109 66
25 143
10 146
-1 98
49 64
40 110
25 150
15 153
165 82
-1 135
9 151
17 109
19 79
12 221
19 101
4 153
26 81
78 134
11 180
60 113
96 73
16 140
13 157
14 87
146 139
40 142
-1 137
49 109
14 203
52 85
43 140
-1 148
27 116
56 101
29 55
18 178
172 208
-1 130
38 85
27 129
15 123
10 272
56 146
26 126
109 239
25 60
21 35
48 228
-1 129
74 91
146 101
99 76
63 88
73 109
108 182
32 199
122 104
18 93
13 181
14 173
13 108
30 161
19 96
19 110
146 96
30 220
37 144
42 57
132 136
-1 145
27 89
51 129
60 113
13 97
99 124
13 125
109 67
10 135
15 172
56 85
40 71
108 123
41 85
8 124
32 141
9 95
-1 121
67 112
15 108
9 144
11 200
35 62
48 113
19 105
44 52
82 211
-1 66
24 80
108 127
63 89
136 132
11 139
24 121
-1 149
240 196
10 121
14 124
13 160
37 167
15 238
55 81
-1 65
16 132
52 88
24 141
13 112
24 147
16 127
191 119
13 187
63 132
10 140
33 157
22 110
25 86
11 62
39 208
108 173
-1 113
63 127
108 172
106 124
57 68
17 142
22 142
37 171
109 306
46 159
25 133
86 70
9 97
60 113
-1 161
146 134
15 125
32 59
25 158
44 48
169 69
19 71
53 173
63 99
45 58
146 155
15 98
10 78
6 110
6 96
-1 140
33 119
14 142
13 178
170 100
10 113
4 137
191 111
15 133
37 91
-1 160
54 126
